proposal_id,ts,venue,symbol,side,net_pnl,r_multiple,f1_ratio,f2_pctl,f3_adx,f4_pctl,f6_gap
p-3d57976e,1782813191,binance,BTC/USDT:USDT,sell,0.5613809904952324,0.27958721668250197,0.8771958882141583,33.81944444444444,39.70058830756409,49.82721737699523,1.4696688393322328
p-5ca6caf1,1782813497,binance,BTC/USDT:USDT,sell,0.5613809904952445,0.2795362052907187,0.8771958882141583,33.81944444444444,39.70058830756409,49.827274222734005,1.4696688393322328
p-1ba14f9e,1782813800,binance,BTC/USDT:USDT,sell,0.5613809904952537,0.298305425819601,0.8419528531572632,28.541666666666668,39.70058830756409,49.827274222734005,1.4696688393322328
p-dd96f93b,1782814102,binance,BTC/USDT:USDT,sell,0.5613809904952368,0.29483696620109096,0.8419528531572632,28.541666666666668,39.70058830756409,49.827245804540965,1.4696688393322328
p-cf0dc140,1782814406,binance,BTC/USDT:USDT,sell,0.5613809904952646,0.29321355496498214,0.8419528531572632,28.541666666666668,39.70058830756409,49.82721737699523,1.4696688393322328
p-09884c89,1782814709,binance,BTC/USDT:USDT,sell,0.5613809904952425,0.29335315223872244,0.8419528531572632,28.541666666666668,39.70058830756409,49.827188940092164,1.4696688393322328
p-6ab94fe5,1782815012,binance,BTC/USDT:USDT,sell,0.561380990495262,0.2932618058582379,0.8419528531572632,28.541666666666668,39.70058830756409,49.82716049382716,1.4696688393322328
p-3566f1c6,1782815315,binance,BTC/USDT:USDT,sell,0.5613809904952449,0.2933049030031391,0.8419528531572632,28.541666666666668,39.70058830756409,49.827132038195586,1.4696688393322328
p-a861c9d0,1782815618,binance,BTC/USDT:USDT,sell,0.5613809904952577,0.29327351710803845,0.8419528531572632,28.541666666666668,39.70058830756409,49.82710357319282,1.4696688393322328
p-af297eb6,1782815921,binance,BTC/USDT:USDT,sell,0.561380990495251,0.29186699399147226,0.8419528531572632,28.541666666666668,39.70058830756409,49.82710357319282,1.4696688393322328
p-04d80a57,1782816225,binance,BTC/USDT:USDT,sell,0.5613809904952474,0.2919262675336091,0.8419528531572632,28.541666666666668,39.70058830756409,49.82707509881423,1.4696688393322328
p-5de95fce,1782816527,binance,BTC/USDT:USDT,sell,0.5613809904952369,0.2921516816169363,0.8419528531572632,28.541666666666668,39.70058830756409,49.82710357319282,1.4696688393322328
p-b34adfc3,1782816829,binance,BTC/USDT:USDT,sell,0.561380990495243,0.2920443439600642,0.8419528531572632,28.541666666666668,39.70058830756409,49.82707509881423,1.4696688393322328
p-26cc7fe5,1782817132,binance,BTC/USDT:USDT,sell,0.5613809904952435,0.2922020821524092,0.8419528531572632,28.541666666666668,39.70058830756409,49.82707509881423,1.4696688393322328
p-c3ac9e8a,1782817435,binance,BTC/USDT:USDT,sell,0.5613809904952444,0.30988778082539503,0.8038878593031488,23.541666666666668,39.70058830756409,49.82704661505518,1.4696688393322328
p-4daae5b8,1782817737,binance,BTC/USDT:USDT,sell,0.561380990495233,0.3069181875619331,0.8038878593031488,23.541666666666668,39.70058830756409,49.82704661505518,1.4696688393322328
p-e27f38ed,1782818040,binance,BTC/USDT:USDT,sell,0.56138099049524,0.30699396421284214,0.8038878593031488,23.541666666666668,39.70058830756409,49.82701812191104,1.4696688393322328
p-9e11f20e,1782818343,binance,BTC/USDT:USDT,sell,0.5613809904952394,2.709542687504408,0.8038878593031488,23.541666666666668,39.70058830756409,49.826989619377166,1.4696688393322328
p-f307bbe2,1782818343,binance,BTC/USDT:USDT,sell,0.5613809904952394,0.3055074933087604,0.8038878593031488,23.541666666666668,39.70058830756409,49.826989619377166,1.4696688393322328
p-6a364de0,1782818646,binance,BTC/USDT:USDT,sell,0.5613809904952376,0.30299589275095,0.8038878593031488,23.541666666666668,39.70058830756409,,1.4696688393322328
p-c35d163f,1782818951,binance,BTC/USDT:USDT,sell,0.5613809904952332,0.29835692540743364,0.8038878593031488,23.541666666666668,39.70058830756409,,1.4696688393322328
p-7667fb1b,1782819556,binance,BTC/USDT:USDT,sell,0.5613809904952394,0.29460916164234,0.8038878593031488,23.541666666666668,39.70058830756409,,1.4696688393322328
p-e8a4545f,1782819859,binance,BTC/USDT:USDT,sell,0.5613809904952285,0.2949782240564253,0.8038878593031488,23.541666666666668,39.70058830756409,,1.4696688393322328
p-a4a0bfb0,1782820161,binance,BTC/USDT:USDT,sell,0.5613809904952486,0.2952089800141348,0.8038878593031488,23.541666666666668,39.70058830756409,,1.4696688393322328
p-827947eb,1782820464,binance,BTC/USDT:USDT,sell,0.5613809904952424,0.29474603219839196,0.8038878593031488,23.541666666666668,39.70058830756409,,1.4696688393322328
p-69c688d5,1782820766,binance,BTC/USDT:USDT,sell,0.5613809904952564,0.2946771258338414,0.8038878593031488,23.541666666666668,39.70058830756409,,1.4696688393322328
p-023c114b,1782821373,binance,ETH/USDT:USDT,buy,-1.7170728420084904,-1.3422613244598762,0.7941705221133464,22.15277777777778,32.02640325196667,,1.6288549374467383
p-472c7ded,1782821978,binance,ETH/USDT:USDT,sell,0.561380990495221,0.3543487216496978,0.7941705221133464,22.15277777777778,32.02640325196667,,1.6288549374467383
p-c0dabc38,1782822282,binance,ETH/USDT:USDT,sell,0.5613809904952554,0.33948414486740597,0.7941705221133464,22.15277777777778,32.02640325196667,,1.6288549374467383
p-99f3b7b8,1782822586,binance,ETH/USDT:USDT,sell,0.5613809904952601,0.3357967373428505,0.7941705221133464,22.15277777777778,32.02640325196667,,1.6288549374467383
p-75cd4eb3,1782822888,binance,ETH/USDT:USDT,sell,0.561380990495279,0.33315811393804534,0.7941705221133464,22.15277777777778,32.02640325196667,50.55077452667814,1.6288549374467383
p-38ee670d,1782823191,binance,ETH/USDT:USDT,sell,0.56138099049526,0.33375219054605637,0.7941705221133464,22.15277777777778,32.02640325196667,50.55077452667814,1.6288549374467383
p-54f42441,1782823493,binance,ETH/USDT:USDT,sell,0.5613809904952545,0.33357759406959764,0.7941705221133464,22.15277777777778,32.02640325196667,50.55077452667814,1.6288549374467383
p-18aaa92c,1782823798,binance,ETH/USDT:USDT,sell,0.5613809904952589,0.3296799076402182,0.7941705221133464,22.15277777777778,32.02640325196667,50.55077452667814,1.6288549374467383
p-2189ccac,1782824101,binance,ETH/USDT:USDT,sell,0.5613809904952464,0.32910112125667956,0.7941705221133464,22.15277777777778,32.02640325196667,50.55077452667814,1.6288549374467383
p-f6af79d6,1782824405,binance,ETH/USDT:USDT,sell,-2.1463705677406297,-1.2599591696066563,0.8667511921803843,28.958333333333332,32.02640325196667,50.55077452667814,1.6288549374467383
p-4e4f7645,1782824707,binance,BTC/USDT:USDT,buy,0.5586209895052382,0.4931472440279353,0.8667511921803843,32.986111111111114,40.79041044373955,,1.4973908142812624
p-4dd37fda,1782824710,binance,ETH/USDT:USDT,sell,-2.190014966440404,-1.2535154089034828,0.8667511921803843,28.958333333333332,32.02640325196667,50.54216867469879,1.6288549374467383
p-d5d1064d,1782825012,binance,BTC/USDT:USDT,buy,0.5586209895052476,0.48567294837522573,0.8667511921803843,32.986111111111114,40.79041044373955,,1.4973908142812624
p-55c80c1c,1782825014,binance,ETH/USDT:USDT,sell,-3.0541873476081087,-1.170236062462494,0.8667511921803843,28.958333333333332,32.02640325196667,50.53347100326966,1.6288549374467383
p-431a4aca,1782825014,binance,ETH/USDT:USDT,sell,-2.216234953432932,-1.2497965037729903,0.8667511921803843,28.958333333333332,32.02640325196667,50.53347100326966,1.6288549374467383
p-04f35704,1782825316,binance,BTC/USDT:USDT,buy,0.5586209895052398,0.48474078186879077,0.8667511921803843,32.986111111111114,40.79041044373955,,1.4973908142812624
p-0a26e548,1782825317,binance,ETH/USDT:USDT,sell,-2.217976432430448,-1.2495533863053445,0.8667511921803843,28.958333333333332,32.02640325196667,50.51635111876076,1.6288549374467383
p-c0d4af5f,1782825620,binance,BTC/USDT:USDT,buy,0.5586209895052127,0.4855139513692499,0.8667511921803843,32.986111111111114,40.79041044373955,,1.4973908142812624
p-9a856eec,1782825621,binance,ETH/USDT:USDT,sell,-2.215958595562741,-1.2498351282805988,0.8667511921803843,28.958333333333332,32.02640325196667,50.50765789020823,1.6288549374467383
p-c5e2bcdb,1782825621,binance,ETH/USDT:USDT,sell,-3.053772810802856,-1.1702628087868654,0.8667511921803843,28.958333333333332,32.02640325196667,50.50765789020823,1.6288549374467383
p-8b542057,1782825925,binance,BTC/USDT:USDT,buy,0.5586209895052425,0.4847150307637912,0.8667511921803843,32.986111111111114,40.79041044373955,49.82650363516193,1.4973908142812624
p-613fa9e7,1782825926,binance,ETH/USDT:USDT,sell,-3.0588783909400363,-1.1699339818030263,0.8667511921803843,28.958333333333332,32.02640325196667,50.507570543702684,1.6288549374467383
p-a72cc3bb,1782825926,binance,ETH/USDT:USDT,sell,-2.2193623156542275,-1.2493602515064446,0.8667511921803843,28.958333333333332,32.02640325196667,50.507570543702684,1.6288549374467383
p-60040b3c,1782826228,binance,BTC/USDT:USDT,buy,0.5586209895052083,0.4853040365196616,0.8667511921803843,32.986111111111114,40.79041044373955,49.826474962816064,1.4973908142812624
p-7df3a0f4,1782826230,binance,ETH/USDT:USDT,sell,-3.109604981149055,-1.1667352455158744,0.8667511921803843,28.958333333333332,32.02640325196667,50.49896765313145,1.6288549374467383
p-d70a8b3f,1782826230,binance,ETH/USDT:USDT,sell,-2.253180042460204,-1.244738965938414,0.8667511921803843,28.958333333333332,32.02640325196667,50.49896765313145,1.6288549374467383
p-3a15dcb6,1782826533,binance,ETH/USDT:USDT,sell,-2.273624883043859,-1.242027805920584,0.8667511921803843,28.958333333333332,32.02640325196667,50.49028040598658,1.6288549374467383
p-5a7583d6,1782826836,binance,BTC/USDT:USDT,buy,0.5586209895052261,0.4693194515109398,0.8667511921803843,32.986111111111114,40.79041044373955,49.82644628099174,1.4973908142812624
p-df40d7ac,1782826838,binance,ETH/USDT:USDT,buy,0.5586209895052012,0.3768764370315866,0.8667511921803843,28.958333333333332,32.02640325196667,50.490196078431374,1.6288549374467383
p-442d0875,1782826838,binance,ETH/USDT:USDT,sell,-2.2726886119915455,-1.2421506417214507,0.8667511921803843,28.958333333333332,32.02640325196667,50.490196078431374,1.6288549374467383
p-6d833ce3,1782827140,binance,BTC/USDT:USDT,buy,0.5586209895052365,0.4694591421866034,0.8667511921803843,32.986111111111114,40.79041044373955,49.82644628099174,1.4973908142812624
p-6d1ffe66,1782827142,binance,ETH/USDT:USDT,sell,-2.2735000731652937,-1.242044173334424,0.8667511921803843,28.958333333333332,32.02640325196667,50.49002751031637,1.6288549374467383
p-21d3d6c6,1782827142,binance,ETH/USDT:USDT,buy,0.5586209895052172,0.37671187868626166,0.8667511921803843,28.958333333333332,32.02640325196667,50.49002751031637,1.6288549374467383
